Seq,Phylum,Class,Order,Family,Genus
DH_9724,Archaea,NA,NA,NA,NA
DH_10003,Archaea,NA,NA,NA,NA
DH_10189,Archaea,NA,NA,NA,NA
DH_10612,Archaea,NA,NA,NA,NA
DH_11037,Archaea,NA,NA,NA,NA
DH_13364,Archaea,NA,NA,NA,NA
DH_13966,Archaea,NA,NA,NA,NA
DH_14989,Archaea,NA,NA,NA,NA
DH_15441,Archaea,NA,NA,NA,NA
DH_15566,Archaea,NA,NA,NA,NA
DH_15754,Archaea,NA,NA,NA,NA
DH_15859,Archaea,NA,NA,NA,NA
DH_15940,Archaea,NA,NA,NA,NA
DH_16720,Archaea,NA,NA,NA,NA
DH_16909,Archaea,NA,NA,NA,NA
DH_17321,Archaea,NA,NA,NA,NA
DH_18129,Archaea,NA,NA,NA,NA
DH_18153,Archaea,NA,NA,NA,NA
DH_18617,Archaea,NA,NA,NA,NA
DH_19210,Archaea,NA,NA,NA,NA
DH_21720,Archaea,NA,NA,NA,NA
DH_22124,Archaea,NA,NA,NA,NA
DH_22815,Archaea,NA,NA,NA,NA
DH_23044,Archaea,NA,NA,NA,NA
DH_23606,Archaea,NA,NA,NA,NA
DH_23860,Archaea,NA,NA,NA,NA
DH_24004,Archaea,NA,NA,NA,NA
DH_24118,Archaea,NA,NA,NA,NA
DH_24791,Archaea,NA,NA,NA,NA
DH_26031,Archaea,NA,NA,NA,NA
DH_26536,Archaea,NA,NA,NA,NA
DH_26639,Archaea,NA,NA,NA,NA
DH_27489,Archaea,NA,NA,NA,NA
DH_28211,Archaea,NA,NA,NA,NA
DH_28417,Archaea,NA,NA,NA,NA
DH_28696,Archaea,NA,NA,NA,NA
DH_30698,Archaea,NA,NA,NA,NA
DH_31860,Archaea,NA,NA,NA,NA
DH_32414,Archaea,NA,NA,NA,NA
DH_32705,Archaea,NA,NA,NA,NA
DH_32796,Archaea,NA,NA,NA,NA
DH_32863,Archaea,NA,NA,NA,NA
DH_32972,Archaea,NA,NA,NA,NA
DH_33128,Archaea,NA,NA,NA,NA
DH_33212,Archaea,NA,NA,NA,NA
DH_33601,Archaea,NA,NA,NA,NA
DH_33917,Archaea,NA,NA,NA,NA
DH_34106,Archaea,NA,NA,NA,NA
DH_128,Bacteria,NA,NA,NA,NA
DH_396,Bacteria,NA,NA,NA,NA
DH_491,Bacteria,NA,NA,NA,NA
DH_530,Bacteria,NA,NA,NA,NA
DH_559,Bacteria,NA,NA,NA,NA
DH_750,Bacteria,NA,NA,NA,NA
DH_764,Bacteria,NA,NA,NA,NA
DH_843,Bacteria,NA,NA,NA,NA
DH_861,Bacteria,NA,NA,NA,NA
DH_891,Bacteria,NA,NA,NA,NA
DH_920,Bacteria,NA,NA,NA,NA
DH_961,Bacteria,NA,NA,NA,NA
DH_1027,Bacteria,NA,NA,NA,NA
DH_1032,Bacteria,NA,NA,NA,NA
DH_1118,Bacteria,NA,NA,NA,NA
DH_1168,Bacteria,NA,NA,NA,NA
DH_1185,Bacteria,NA,NA,NA,NA
DH_1265,Bacteria,NA,NA,NA,NA
DH_1305,Bacteria,NA,NA,NA,NA
DH_1360,Bacteria,NA,NA,NA,NA
DH_1363,Bacteria,NA,NA,NA,NA
DH_1442,Bacteria,NA,NA,NA,NA
DH_1493,Bacteria,NA,NA,NA,NA
DH_1524,Bacteria,NA,NA,NA,NA
DH_1534,Bacteria,NA,NA,NA,NA
DH_1547,Bacteria,NA,NA,NA,NA
DH_1549,Bacteria,NA,NA,NA,NA
DH_1553,Bacteria,NA,NA,NA,NA
DH_1651,Bacteria,NA,NA,NA,NA
DH_1660,Bacteria,NA,NA,NA,NA
DH_1689,Bacteria,NA,NA,NA,NA
DH_1732,Bacteria,NA,NA,NA,NA
DH_1741,Bacteria,NA,NA,NA,NA
DH_1761,Bacteria,NA,NA,NA,NA
DH_1826,Bacteria,NA,NA,NA,NA
DH_1835,Bacteria,NA,NA,NA,NA
DH_1945,Bacteria,NA,NA,NA,NA
DH_1959,Bacteria,NA,NA,NA,NA
DH_1980,Bacteria,NA,NA,NA,NA
DH_1990,Bacteria,NA,NA,NA,NA
DH_1997,Bacteria,NA,NA,NA,NA
DH_2021,Bacteria,NA,NA,NA,NA
DH_2033,Bacteria,NA,NA,NA,NA
DH_2133,Bacteria,NA,NA,NA,NA
DH_2134,Bacteria,NA,NA,NA,NA
DH_2143,Bacteria,NA,NA,NA,NA
DH_2159,Bacteria,NA,NA,NA,NA
DH_2201,Bacteria,NA,NA,NA,NA
DH_2220,Bacteria,NA,NA,NA,NA
DH_2279,Bacteria,NA,NA,NA,NA
DH_2326,Bacteria,NA,NA,NA,NA
DH_2372,Bacteria,NA,NA,NA,NA
DH_2380,Bacteria,NA,NA,NA,NA
DH_2393,Bacteria,NA,NA,NA,NA
DH_2402,Bacteria,NA,NA,NA,NA
DH_2409,Bacteria,NA,NA,NA,NA
DH_2416,Bacteria,NA,NA,NA,NA
DH_2425,Bacteria,NA,NA,NA,NA
DH_2452,Bacteria,NA,NA,NA,NA
DH_2458,Bacteria,NA,NA,NA,NA
DH_2464,Bacteria,NA,NA,NA,NA
DH_2483,Bacteria,NA,NA,NA,NA
DH_2488,Bacteria,NA,NA,NA,NA
DH_2539,Bacteria,NA,NA,NA,NA
DH_2543,Bacteria,NA,NA,NA,NA
DH_2550,Bacteria,NA,NA,NA,NA
DH_2551,Bacteria,NA,NA,NA,NA
DH_2569,Bacteria,NA,NA,NA,NA
DH_2577,Bacteria,NA,NA,NA,NA
DH_2586,Bacteria,NA,NA,NA,NA
DH_2589,Bacteria,NA,NA,NA,NA
DH_2598,Bacteria,NA,NA,NA,NA
DH_2601,Bacteria,NA,NA,NA,NA
DH_2640,Bacteria,NA,NA,NA,NA
DH_2653,Bacteria,NA,NA,NA,NA
DH_2661,Bacteria,NA,NA,NA,NA
DH_2668,Bacteria,NA,NA,NA,NA
DH_2686,Bacteria,NA,NA,NA,NA
DH_2741,Bacteria,NA,NA,NA,NA
DH_2753,Bacteria,NA,NA,NA,NA
DH_2793,Bacteria,NA,NA,NA,NA
DH_2810,Bacteria,NA,NA,NA,NA
DH_2834,Bacteria,NA,NA,NA,NA
DH_2843,Bacteria,NA,NA,NA,NA
DH_2858,Bacteria,NA,NA,NA,NA
DH_2867,Bacteria,NA,NA,NA,NA
DH_2878,Bacteria,NA,NA,NA,NA
DH_2891,Bacteria,NA,NA,NA,NA
DH_2896,Bacteria,NA,NA,NA,NA
DH_2914,Bacteria,NA,NA,NA,NA
DH_2924,Bacteria,NA,NA,NA,NA
DH_2941,Bacteria,NA,NA,NA,NA
DH_2959,Bacteria,NA,NA,NA,NA
DH_2964,Bacteria,NA,NA,NA,NA
DH_2973,Bacteria,NA,NA,NA,NA
DH_2975,Bacteria,NA,NA,NA,NA
DH_2980,Bacteria,NA,NA,NA,NA
DH_2985,Bacteria,NA,NA,NA,NA
DH_2987,Bacteria,NA,NA,NA,NA
DH_2998,Bacteria,NA,NA,NA,NA
DH_3006,Bacteria,NA,NA,NA,NA
DH_3008,Bacteria,NA,NA,NA,NA
DH_3019,Bacteria,NA,NA,NA,NA
DH_3034,Bacteria,NA,NA,NA,NA
DH_3037,Bacteria,NA,NA,NA,NA
DH_3043,Bacteria,NA,NA,NA,NA
DH_3051,Bacteria,NA,NA,NA,NA
DH_3057,Bacteria,NA,NA,NA,NA
DH_3060,Bacteria,NA,NA,NA,NA
DH_3074,Bacteria,NA,NA,NA,NA
DH_3089,Bacteria,NA,NA,NA,NA
DH_3090,Bacteria,NA,NA,NA,NA
DH_3108,Bacteria,NA,NA,NA,NA
DH_3112,Bacteria,NA,NA,NA,NA
DH_3115,Bacteria,NA,NA,NA,NA
DH_3138,Bacteria,NA,NA,NA,NA
DH_3140,Bacteria,NA,NA,NA,NA
DH_3153,Bacteria,NA,NA,NA,NA
DH_3160,Bacteria,NA,NA,NA,NA
DH_3165,Bacteria,NA,NA,NA,NA
DH_3167,Bacteria,NA,NA,NA,NA
DH_3168,Bacteria,NA,NA,NA,NA
DH_3171,Bacteria,NA,NA,NA,NA
DH_3196,Bacteria,NA,NA,NA,NA
DH_3203,Bacteria,NA,NA,NA,NA
DH_3206,Bacteria,NA,NA,NA,NA
DH_3208,Bacteria,NA,NA,NA,NA
DH_3209,Bacteria,NA,NA,NA,NA
DH_3226,Bacteria,NA,NA,NA,NA
DH_3232,Bacteria,NA,NA,NA,NA
DH_3233,Bacteria,NA,NA,NA,NA
DH_3282,Bacteria,NA,NA,NA,NA
DH_3310,Bacteria,NA,NA,NA,NA
DH_3312,Bacteria,NA,NA,NA,NA
DH_3314,Bacteria,NA,NA,NA,NA
DH_3320,Bacteria,NA,NA,NA,NA
DH_3322,Bacteria,NA,NA,NA,NA
DH_3356,Bacteria,NA,NA,NA,NA
DH_3357,Bacteria,NA,NA,NA,NA
DH_3374,Bacteria,NA,NA,NA,NA
DH_3408,Bacteria,NA,NA,NA,NA
DH_3411,Bacteria,NA,NA,NA,NA
DH_3440,Bacteria,NA,NA,NA,NA
DH_3447,Bacteria,NA,NA,NA,NA
DH_3503,Bacteria,NA,NA,NA,NA
DH_3510,Bacteria,NA,NA,NA,NA
DH_3528,Bacteria,NA,NA,NA,NA
DH_3535,Bacteria,NA,NA,NA,NA
DH_3540,Bacteria,NA,NA,NA,NA
DH_3543,Bacteria,NA,NA,NA,NA
DH_3560,Bacteria,NA,NA,NA,NA
DH_3569,Bacteria,NA,NA,NA,NA
DH_3575,Bacteria,NA,NA,NA,NA
DH_3581,Bacteria,NA,NA,NA,NA
DH_3588,Bacteria,NA,NA,NA,NA
DH_3602,Bacteria,NA,NA,NA,NA
DH_3615,Bacteria,NA,NA,NA,NA
DH_3621,Bacteria,NA,NA,NA,NA
DH_3622,Bacteria,NA,NA,NA,NA
DH_3638,Bacteria,NA,NA,NA,NA
DH_3639,Bacteria,NA,NA,NA,NA
DH_3649,Bacteria,NA,NA,NA,NA
DH_3659,Bacteria,NA,NA,NA,NA
DH_3704,Bacteria,NA,NA,NA,NA
DH_3714,Bacteria,NA,NA,NA,NA
DH_3731,Bacteria,NA,NA,NA,NA
DH_3751,Bacteria,NA,NA,NA,NA
DH_3761,Bacteria,NA,NA,NA,NA
DH_3765,Bacteria,NA,NA,NA,NA
DH_3821,Bacteria,NA,NA,NA,NA
DH_3840,Bacteria,NA,NA,NA,NA
DH_3847,Bacteria,NA,NA,NA,NA
DH_3852,Bacteria,NA,NA,NA,NA
DH_3859,Bacteria,NA,NA,NA,NA
DH_3901,Bacteria,NA,NA,NA,NA
DH_3911,Bacteria,NA,NA,NA,NA
DH_3915,Bacteria,NA,NA,NA,NA
DH_3928,Bacteria,NA,NA,NA,NA
DH_3944,Bacteria,NA,NA,NA,NA
DH_3966,Bacteria,NA,NA,NA,NA
DH_3975,Bacteria,NA,NA,NA,NA
DH_3977,Bacteria,NA,NA,NA,NA
DH_4015,Bacteria,NA,NA,NA,NA
DH_4017,Bacteria,NA,NA,NA,NA
DH_4024,Bacteria,NA,NA,NA,NA
DH_4026,Bacteria,NA,NA,NA,NA
DH_4056,Bacteria,NA,NA,NA,NA
DH_4071,Bacteria,NA,NA,NA,NA
DH_4081,Bacteria,NA,NA,NA,NA
DH_4086,Bacteria,NA,NA,NA,NA
DH_4090,Bacteria,NA,NA,NA,NA
DH_4110,Bacteria,NA,NA,NA,NA
DH_4132,Bacteria,NA,NA,NA,NA
DH_4137,Bacteria,NA,NA,NA,NA
DH_4141,Bacteria,NA,NA,NA,NA
DH_4142,Bacteria,NA,NA,NA,NA
DH_4143,Bacteria,NA,NA,NA,NA
DH_4144,Bacteria,NA,NA,NA,NA
DH_4145,Bacteria,NA,NA,NA,NA
DH_4153,Bacteria,NA,NA,NA,NA
DH_4156,Bacteria,NA,NA,NA,NA
DH_4161,Bacteria,NA,NA,NA,NA
DH_4186,Bacteria,NA,NA,NA,NA
DH_4194,Bacteria,NA,NA,NA,NA
DH_4196,Bacteria,NA,NA,NA,NA
DH_4209,Bacteria,NA,NA,NA,NA
DH_4246,Bacteria,NA,NA,NA,NA
DH_4247,Bacteria,NA,NA,NA,NA
DH_4253,Bacteria,NA,NA,NA,NA
DH_4276,Bacteria,NA,NA,NA,NA
DH_4284,Bacteria,NA,NA,NA,NA
DH_4292,Bacteria,NA,NA,NA,NA
DH_4306,Bacteria,NA,NA,NA,NA
DH_4308,Bacteria,NA,NA,NA,NA
DH_4309,Bacteria,NA,NA,NA,NA
DH_4311,Bacteria,NA,NA,NA,NA
DH_4322,Bacteria,NA,NA,NA,NA
DH_4323,Bacteria,NA,NA,NA,NA
DH_4332,Bacteria,NA,NA,NA,NA
DH_4355,Bacteria,NA,NA,NA,NA
DH_4356,Bacteria,NA,NA,NA,NA
DH_4361,Bacteria,NA,NA,NA,NA
DH_4362,Bacteria,NA,NA,NA,NA
DH_4369,Bacteria,NA,NA,NA,NA
DH_4384,Bacteria,NA,NA,NA,NA
DH_4385,Bacteria,NA,NA,NA,NA
DH_4393,Bacteria,NA,NA,NA,NA
DH_4394,Bacteria,NA,NA,NA,NA
DH_4396,Bacteria,NA,NA,NA,NA
DH_4413,Bacteria,NA,NA,NA,NA
DH_4469,Bacteria,NA,NA,NA,NA
DH_4481,Bacteria,NA,NA,NA,NA
DH_4483,Bacteria,NA,NA,NA,NA
DH_4493,Bacteria,NA,NA,NA,NA
DH_4518,Bacteria,NA,NA,NA,NA
DH_4552,Bacteria,NA,NA,NA,NA
DH_4566,Bacteria,NA,NA,NA,NA
DH_4571,Bacteria,NA,NA,NA,NA
DH_4574,Bacteria,NA,NA,NA,NA
DH_4576,Bacteria,NA,NA,NA,NA
DH_4585,Bacteria,NA,NA,NA,NA
DH_4599,Bacteria,NA,NA,NA,NA
DH_4615,Bacteria,NA,NA,NA,NA
DH_4632,Bacteria,NA,NA,NA,NA
DH_4643,Bacteria,NA,NA,NA,NA
DH_4646,Bacteria,NA,NA,NA,NA
DH_4671,Bacteria,NA,NA,NA,NA
DH_4676,Bacteria,NA,NA,NA,NA
DH_4679,Bacteria,NA,NA,NA,NA
DH_4687,Bacteria,NA,NA,NA,NA
DH_4691,Bacteria,NA,NA,NA,NA
DH_4693,Bacteria,NA,NA,NA,NA
DH_4696,Bacteria,NA,NA,NA,NA
DH_4701,Bacteria,NA,NA,NA,NA
DH_4703,Bacteria,NA,NA,NA,NA
DH_4705,Bacteria,NA,NA,NA,NA
DH_4709,Bacteria,NA,NA,NA,NA
DH_4715,Bacteria,NA,NA,NA,NA
DH_4729,Bacteria,NA,NA,NA,NA
DH_4755,Bacteria,NA,NA,NA,NA
DH_4758,Bacteria,NA,NA,NA,NA
DH_4759,Bacteria,NA,NA,NA,NA
DH_4762,Bacteria,NA,NA,NA,NA
DH_4767,Bacteria,NA,NA,NA,NA
DH_4778,Bacteria,NA,NA,NA,NA
DH_4781,Bacteria,NA,NA,NA,NA
DH_4782,Bacteria,NA,NA,NA,NA
DH_4800,Bacteria,NA,NA,NA,NA
DH_4810,Bacteria,NA,NA,NA,NA
DH_4817,Bacteria,NA,NA,NA,NA
DH_4818,Bacteria,NA,NA,NA,NA
DH_4823,Bacteria,NA,NA,NA,NA
DH_4842,Bacteria,NA,NA,NA,NA
DH_4848,Bacteria,NA,NA,NA,NA
DH_4860,Bacteria,NA,NA,NA,NA
DH_4880,Bacteria,NA,NA,NA,NA
DH_4881,Bacteria,NA,NA,NA,NA
DH_4896,Bacteria,NA,NA,NA,NA
DH_4927,Bacteria,NA,NA,NA,NA
DH_4940,Bacteria,NA,NA,NA,NA
DH_4950,Bacteria,NA,NA,NA,NA
DH_4957,Bacteria,NA,NA,NA,NA
DH_4960,Bacteria,NA,NA,NA,NA
DH_4966,Bacteria,NA,NA,NA,NA
DH_4972,Bacteria,NA,NA,NA,NA
DH_4983,Bacteria,NA,NA,NA,NA
DH_4988,Bacteria,NA,NA,NA,NA
DH_4994,Bacteria,NA,NA,NA,NA
DH_4995,Bacteria,NA,NA,NA,NA
DH_5007,Bacteria,NA,NA,NA,NA
DH_5011,Bacteria,NA,NA,NA,NA
DH_5019,Bacteria,NA,NA,NA,NA
DH_5020,Bacteria,NA,NA,NA,NA
DH_5023,Bacteria,NA,NA,NA,NA
DH_5027,Bacteria,NA,NA,NA,NA
DH_5030,Bacteria,NA,NA,NA,NA
DH_5031,Bacteria,NA,NA,NA,NA
DH_5034,Bacteria,NA,NA,NA,NA
DH_5035,Bacteria,NA,NA,NA,NA
DH_5049,Bacteria,NA,NA,NA,NA
DH_5056,Bacteria,NA,NA,NA,NA
DH_5076,Bacteria,NA,NA,NA,NA
DH_5079,Bacteria,NA,NA,NA,NA
DH_5082,Bacteria,NA,NA,NA,NA
DH_5090,Bacteria,NA,NA,NA,NA
DH_5109,Bacteria,NA,NA,NA,NA
DH_5115,Bacteria,NA,NA,NA,NA
DH_5116,Bacteria,NA,NA,NA,NA
DH_5118,Bacteria,NA,NA,NA,NA
DH_5122,Bacteria,NA,NA,NA,NA
DH_5124,Bacteria,NA,NA,NA,NA
DH_5140,Bacteria,NA,NA,NA,NA
DH_5142,Bacteria,NA,NA,NA,NA
DH_5155,Bacteria,NA,NA,NA,NA
DH_5197,Bacteria,NA,NA,NA,NA
DH_5202,Bacteria,NA,NA,NA,NA
DH_5215,Bacteria,NA,NA,NA,NA
DH_5217,Bacteria,NA,NA,NA,NA
DH_5236,Bacteria,NA,NA,NA,NA
DH_5239,Bacteria,NA,NA,NA,NA
DH_5268,Bacteria,NA,NA,NA,NA
DH_5284,Bacteria,NA,NA,NA,NA
DH_5290,Bacteria,NA,NA,NA,NA
DH_5295,Bacteria,NA,NA,NA,NA
DH_5297,Bacteria,NA,NA,NA,NA
DH_5304,Bacteria,NA,NA,NA,NA
DH_5312,Bacteria,NA,NA,NA,NA
DH_5323,Bacteria,NA,NA,NA,NA
DH_5326,Bacteria,NA,NA,NA,NA
DH_5327,Bacteria,NA,NA,NA,NA
DH_5335,Bacteria,NA,NA,NA,NA
DH_5336,Bacteria,NA,NA,NA,NA
DH_5373,Bacteria,NA,NA,NA,NA
DH_5383,Bacteria,NA,NA,NA,NA
DH_5389,Bacteria,NA,NA,NA,NA
DH_5392,Bacteria,NA,NA,NA,NA
DH_5403,Bacteria,NA,NA,NA,NA
DH_5405,Bacteria,NA,NA,NA,NA
DH_5423,Bacteria,NA,NA,NA,NA
DH_5431,Bacteria,NA,NA,NA,NA
DH_5435,Bacteria,NA,NA,NA,NA
DH_5437,Bacteria,NA,NA,NA,NA
DH_5442,Bacteria,NA,NA,NA,NA
DH_5443,Bacteria,NA,NA,NA,NA
DH_5448,Bacteria,NA,NA,NA,NA
DH_5452,Bacteria,NA,NA,NA,NA
DH_5454,Bacteria,NA,NA,NA,NA
DH_5465,Bacteria,NA,NA,NA,NA
DH_5468,Bacteria,NA,NA,NA,NA
DH_5480,Bacteria,NA,NA,NA,NA
DH_5483,Bacteria,NA,NA,NA,NA
DH_5484,Bacteria,NA,NA,NA,NA
DH_5485,Bacteria,NA,NA,NA,NA
DH_5489,Bacteria,NA,NA,NA,NA
DH_5492,Bacteria,NA,NA,NA,NA
DH_5498,Bacteria,NA,NA,NA,NA
DH_5504,Bacteria,NA,NA,NA,NA
DH_5510,Bacteria,NA,NA,NA,NA
DH_5520,Bacteria,NA,NA,NA,NA
DH_5541,Bacteria,NA,NA,NA,NA
DH_5542,Bacteria,NA,NA,NA,NA
DH_5562,Bacteria,NA,NA,NA,NA
DH_5565,Bacteria,NA,NA,NA,NA
DH_5574,Bacteria,NA,NA,NA,NA
DH_5578,Bacteria,NA,NA,NA,NA
DH_5580,Bacteria,NA,NA,NA,NA
DH_5591,Bacteria,NA,NA,NA,NA
DH_5638,Bacteria,NA,NA,NA,NA
DH_5645,Bacteria,NA,NA,NA,NA
DH_5650,Bacteria,NA,NA,NA,NA
DH_5659,Bacteria,NA,NA,NA,NA
DH_5664,Bacteria,NA,NA,NA,NA
DH_5665,Bacteria,NA,NA,NA,NA
DH_5674,Bacteria,NA,NA,NA,NA
DH_5675,Bacteria,NA,NA,NA,NA
DH_5683,Bacteria,NA,NA,NA,NA
DH_5697,Bacteria,NA,NA,NA,NA
DH_5698,Bacteria,NA,NA,NA,NA
DH_5700,Bacteria,NA,NA,NA,NA
DH_5712,Bacteria,NA,NA,NA,NA
DH_5713,Bacteria,NA,NA,NA,NA
DH_5720,Bacteria,NA,NA,NA,NA
DH_5725,Bacteria,NA,NA,NA,NA
DH_5734,Bacteria,NA,NA,NA,NA
DH_5743,Bacteria,NA,NA,NA,NA
DH_5745,Bacteria,NA,NA,NA,NA
DH_5747,Bacteria,NA,NA,NA,NA
DH_5755,Bacteria,NA,NA,NA,NA
DH_5759,Bacteria,NA,NA,NA,NA
DH_5770,Bacteria,NA,NA,NA,NA
DH_5785,Bacteria,NA,NA,NA,NA
DH_5786,Bacteria,NA,NA,NA,NA
DH_5797,Bacteria,NA,NA,NA,NA
DH_5798,Bacteria,NA,NA,NA,NA
DH_5801,Bacteria,NA,NA,NA,NA
DH_5805,Bacteria,NA,NA,NA,NA
DH_5820,Bacteria,NA,NA,NA,NA
DH_5821,Bacteria,NA,NA,NA,NA
DH_5828,Bacteria,NA,NA,NA,NA
DH_5849,Bacteria,NA,NA,NA,NA
DH_5859,Bacteria,NA,NA,NA,NA
DH_5870,Bacteria,NA,NA,NA,NA
DH_5884,Bacteria,NA,NA,NA,NA
DH_5890,Bacteria,NA,NA,NA,NA
DH_5893,Bacteria,NA,NA,NA,NA
DH_5908,Bacteria,NA,NA,NA,NA
DH_5918,Bacteria,NA,NA,NA,NA
DH_5931,Bacteria,NA,NA,NA,NA
DH_5933,Bacteria,NA,NA,NA,NA
DH_5939,Bacteria,NA,NA,NA,NA
DH_5943,Bacteria,NA,NA,NA,NA
DH_5955,Bacteria,NA,NA,NA,NA
DH_5973,Bacteria,NA,NA,NA,NA
DH_5977,Bacteria,NA,NA,NA,NA
DH_5986,Bacteria,NA,NA,NA,NA
DH_5995,Bacteria,NA,NA,NA,NA
DH_6015,Bacteria,NA,NA,NA,NA
DH_6018,Bacteria,NA,NA,NA,NA
DH_6021,Bacteria,NA,NA,NA,NA
DH_6023,Bacteria,NA,NA,NA,NA
DH_6025,Bacteria,NA,NA,NA,NA
DH_6026,Bacteria,NA,NA,NA,NA
DH_6030,Bacteria,NA,NA,NA,NA
DH_6033,Bacteria,NA,NA,NA,NA
DH_6043,Bacteria,NA,NA,NA,NA
DH_6058,Bacteria,NA,NA,NA,NA
DH_6063,Bacteria,NA,NA,NA,NA
DH_6064,Bacteria,NA,NA,NA,NA
DH_6070,Bacteria,NA,NA,NA,NA
DH_6073,Bacteria,NA,NA,NA,NA
DH_6074,Bacteria,NA,NA,NA,NA
DH_6078,Bacteria,NA,NA,NA,NA
DH_6085,Bacteria,NA,NA,NA,NA
DH_6092,Bacteria,NA,NA,NA,NA
DH_6099,Bacteria,NA,NA,NA,NA
DH_6106,Bacteria,NA,NA,NA,NA
DH_6154,Bacteria,NA,NA,NA,NA
DH_6191,Bacteria,NA,NA,NA,NA
DH_6221,Bacteria,NA,NA,NA,NA
DH_6263,Bacteria,NA,NA,NA,NA
DH_6277,Bacteria,NA,NA,NA,NA
DH_6279,Bacteria,NA,NA,NA,NA
DH_6281,Bacteria,NA,NA,NA,NA
DH_6339,Bacteria,NA,NA,NA,NA
DH_6341,Bacteria,NA,NA,NA,NA
DH_6347,Bacteria,NA,NA,NA,NA
DH_6350,Bacteria,NA,NA,NA,NA
DH_6362,Bacteria,NA,NA,NA,NA
DH_6365,Bacteria,NA,NA,NA,NA
DH_6370,Bacteria,NA,NA,NA,NA
DH_6371,Bacteria,NA,NA,NA,NA
DH_6379,Bacteria,NA,NA,NA,NA
DH_6389,Bacteria,NA,NA,NA,NA
DH_6418,Bacteria,NA,NA,NA,NA
DH_6419,Bacteria,NA,NA,NA,NA
DH_6422,Bacteria,NA,NA,NA,NA
DH_6423,Bacteria,NA,NA,NA,NA
DH_6428,Bacteria,NA,NA,NA,NA
DH_6430,Bacteria,NA,NA,NA,NA
DH_6434,Bacteria,NA,NA,NA,NA
DH_6435,Bacteria,NA,NA,NA,NA
DH_6437,Bacteria,NA,NA,NA,NA
DH_6443,Bacteria,NA,NA,NA,NA
DH_6444,Bacteria,NA,NA,NA,NA
DH_6456,Bacteria,NA,NA,NA,NA
DH_6460,Bacteria,NA,NA,NA,NA
DH_6463,Bacteria,NA,NA,NA,NA
DH_6495,Bacteria,NA,NA,NA,NA
DH_6498,Bacteria,NA,NA,NA,NA
DH_6504,Bacteria,NA,NA,NA,NA
DH_6507,Bacteria,NA,NA,NA,NA
DH_6520,Bacteria,NA,NA,NA,NA
DH_6521,Bacteria,NA,NA,NA,NA
DH_6528,Bacteria,NA,NA,NA,NA
DH_6547,Bacteria,NA,NA,NA,NA
DH_6551,Bacteria,NA,NA,NA,NA
DH_6562,Bacteria,NA,NA,NA,NA
DH_6579,Bacteria,NA,NA,NA,NA
DH_6596,Bacteria,NA,NA,NA,NA
DH_6608,Bacteria,NA,NA,NA,NA
DH_6611,Bacteria,NA,NA,NA,NA
DH_6619,Bacteria,NA,NA,NA,NA
DH_6626,Bacteria,NA,NA,NA,NA
DH_6629,Bacteria,NA,NA,NA,NA
DH_6630,Bacteria,NA,NA,NA,NA
DH_6631,Bacteria,NA,NA,NA,NA
DH_6633,Bacteria,NA,NA,NA,NA
DH_6637,Bacteria,NA,NA,NA,NA
DH_6641,Bacteria,NA,NA,NA,NA
DH_6643,Bacteria,NA,NA,NA,NA
DH_6646,Bacteria,NA,NA,NA,NA
DH_6647,Bacteria,NA,NA,NA,NA
DH_6670,Bacteria,NA,NA,NA,NA
DH_6679,Bacteria,NA,NA,NA,NA
DH_6682,Bacteria,NA,NA,NA,NA
DH_6688,Bacteria,NA,NA,NA,NA
DH_6698,Bacteria,NA,NA,NA,NA
DH_6703,Bacteria,NA,NA,NA,NA
DH_6714,Bacteria,NA,NA,NA,NA
DH_6715,Bacteria,NA,NA,NA,NA
DH_6719,Bacteria,NA,NA,NA,NA
DH_6725,Bacteria,NA,NA,NA,NA
DH_6735,Bacteria,NA,NA,NA,NA
DH_6750,Bacteria,NA,NA,NA,NA
DH_6756,Bacteria,NA,NA,NA,NA
DH_6757,Bacteria,NA,NA,NA,NA
DH_6760,Bacteria,NA,NA,NA,NA
DH_6769,Bacteria,NA,NA,NA,NA
DH_6770,Bacteria,NA,NA,NA,NA
DH_6775,Bacteria,NA,NA,NA,NA
DH_6782,Bacteria,NA,NA,NA,NA
DH_6783,Bacteria,NA,NA,NA,NA
DH_6787,Bacteria,NA,NA,NA,NA
DH_6801,Bacteria,NA,NA,NA,NA
DH_6802,Bacteria,NA,NA,NA,NA
DH_6805,Bacteria,NA,NA,NA,NA
DH_6813,Bacteria,NA,NA,NA,NA
DH_6821,Bacteria,NA,NA,NA,NA
DH_6823,Bacteria,NA,NA,NA,NA
DH_6824,Bacteria,NA,NA,NA,NA
DH_6826,Bacteria,NA,NA,NA,NA
DH_6827,Bacteria,NA,NA,NA,NA
DH_6829,Bacteria,NA,NA,NA,NA
DH_6834,Bacteria,NA,NA,NA,NA
DH_6835,Bacteria,NA,NA,NA,NA
DH_6836,Bacteria,NA,NA,NA,NA
DH_6850,Bacteria,NA,NA,NA,NA
DH_6856,Bacteria,NA,NA,NA,NA
DH_6864,Bacteria,NA,NA,NA,NA
DH_6867,Bacteria,NA,NA,NA,NA
DH_6877,Bacteria,NA,NA,NA,NA
DH_6891,Bacteria,NA,NA,NA,NA
DH_6905,Bacteria,NA,NA,NA,NA
DH_6909,Bacteria,NA,NA,NA,NA
DH_6979,Bacteria,NA,NA,NA,NA
DH_6995,Bacteria,NA,NA,NA,NA
